variant,pass_index,from_direction,phase,elapsed_s,time_since_flip_s,esc_pulse_us,signed_speed_mps,raw_ds_m,fresh_odom,leg_motion_m,front_clearance_m,rear_clearance_m
immediate,2,forward,flip,46.4077,1.7563,1593.00,-0.197635,,0,1.022273,1.748,1.351
immediate,2,forward,flip,46.4287,1.7772,1593.00,-0.197635,,0,1.022273,1.727,1.361
immediate,2,forward,flip,46.4458,1.7944,1593.00,-0.201772,-0.0215544,1,1.043827,1.727,1.361
immediate,2,forward,flip,46.4604,1.8089,1593.00,-0.201772,,0,1.043827,1.727,1.361
immediate,2,forward,flip,46.4814,1.8300,1593.00,-0.201772,,0,1.043827,1.727,1.361
immediate,2,forward,flip,46.5024,1.8510,1593.00,-0.201772,,0,1.043827,1.727,1.361
immediate,2,forward,flip,46.5233,1.8719,1593.00,-0.201772,,0,1.043827,1.727,1.361
immediate,2,forward,flip,46.5443,1.8929,1593.00,-0.201772,,0,1.043827,1.706,1.372
immediate,2,forward,flip,46.5465,1.8951,1593.00,-0.220415,-0.0271441,1,1.070971,1.706,1.372
immediate,2,forward,flip,46.5668,1.9154,1593.00,-0.220415,,0,1.070971,1.706,1.372
immediate,2,forward,flip,46.5878,1.9364,1593.00,-0.220415,,0,1.070971,1.706,1.372
immediate,2,forward,flip,46.6088,1.9574,1593.00,-0.220415,,0,1.070971,1.706,1.372
immediate,2,forward,flip,46.6297,1.9783,1593.00,-0.220415,,0,1.070971,1.684,1.373
immediate,2,forward,flip,46.6445,1.9931,1593.00,-0.218071,-0.0213042,1,1.092275,1.684,1.373
immediate,2,forward,flip,46.6612,2.0098,1593.00,-0.218071,,0,1.092275,1.684,1.373
immediate,2,forward,flip,46.6825,2.0311,1593.00,-0.218071,,0,1.092275,1.684,1.373
immediate,2,forward,flip,46.7035,2.0521,1593.00,-0.218071,,0,1.092275,1.684,1.373
immediate,2,forward,flip,46.7245,2.0731,1593.00,-0.218071,,0,1.092275,1.666,1.379
immediate,2,forward,flip,46.7448,2.0934,1593.00,-0.214063,-0.0197230,1,1.111998,1.666,1.379
immediate,2,forward,flip,46.7592,2.1078,1593.00,-0.214063,,0,1.111998,1.666,1.379
immediate,2,forward,flip,46.7802,2.1288,1593.00,-0.214063,,0,1.111998,1.666,1.379
immediate,2,forward,flip,46.8012,2.1498,1593.00,-0.214063,,0,1.111998,1.666,1.379
immediate,2,forward,flip,46.8222,2.1708,1593.00,-0.214063,,0,1.111998,1.666,1.379
immediate,2,forward,flip,46.8433,2.1919,1593.00,-0.214063,,0,1.111998,1.645,1.378
immediate,2,forward,flip,46.8456,2.1941,1593.00,-0.212787,-0.0209912,1,1.132989,1.645,1.378
immediate,2,forward,flip,46.8598,2.2084,1593.00,-0.212787,,0,1.132989,1.645,1.378
immediate,2,forward,flip,46.8808,2.2294,1593.00,-0.212787,,0,1.132989,1.645,1.378
immediate,2,forward,flip,46.9018,2.2504,1593.00,-0.212787,,0,1.132989,1.645,1.378
immediate,2,forward,flip,46.9227,2.2713,1593.00,-0.212787,,0,1.132989,1.629,1.390
immediate,2,forward,flip,46.9438,2.2924,1593.00,-0.203757,-0.0182050,1,1.151194,1.629,1.390
immediate,2,forward,flip,46.9595,2.3081,1593.00,-0.203757,,0,1.151194,1.629,1.390
immediate,2,forward,flip,46.9805,2.3291,1593.00,-0.203757,,0,1.151194,1.629,1.390
immediate,2,forward,flip,47.0016,2.3502,1593.00,-0.203757,,0,1.151194,1.629,1.390
immediate,2,forward,flip,47.0226,2.3712,1593.00,-0.203757,,0,1.151194,1.609,1.392
immediate,2,forward,flip,47.0446,2.3932,1593.00,-0.210105,-0.0222289,1,1.173423,1.609,1.392
immediate,2,forward,flip,47.0640,2.4126,1593.00,-0.210105,,0,1.173423,1.609,1.392
immediate,2,forward,flip,47.0851,2.4337,1593.00,-0.210105,,0,1.173423,1.609,1.392
immediate,2,forward,flip,47.1061,2.4547,1593.00,-0.210105,,0,1.173423,1.609,1.392
immediate,2,forward,flip,47.1271,2.4757,1593.00,-0.210105,,0,1.173423,1.590,1.402
immediate,2,forward,flip,47.1447,2.4933,1593.00,-0.207153,-0.0199732,1,1.193397,1.590,1.402
immediate,2,reverse,cruise,48.2610,,1593.44,-0.015529,,0,0.000000,1.551,1.400
immediate,2,reverse,cruise,48.2821,,1593.44,-0.015529,,0,0.000000,1.551,1.400
immediate,2,reverse,cruise,48.3031,,1593.44,-0.015529,,0,0.000000,1.551,1.400
immediate,2,reverse,cruise,48.3241,,1593.44,-0.015529,,0,0.000000,1.552,1.398
immediate,2,reverse,cruise,48.3458,,1594.68,-0.009233,0.0009665,1,0.000966,1.552,1.398
immediate,2,reverse,cruise,48.3543,,1594.68,-0.009233,,0,0.000966,1.552,1.398
immediate,2,reverse,cruise,48.3756,,1594.68,-0.009233,,0,0.000966,1.552,1.398
immediate,2,reverse,cruise,48.3967,,1594.68,-0.009233,,0,0.000966,1.552,1.398
immediate,2,reverse,cruise,48.4176,,1594.68,-0.009233,,0,0.000966,1.552,1.398
immediate,2,reverse,cruise,48.4386,,1594.68,-0.009233,,0,0.000966,1.549,1.391
immediate,2,reverse,cruise,48.4461,,1595.92,-0.015392,-0.0032996,1,0.004266,1.549,1.391
immediate,2,reverse,cruise,48.4632,,1595.92,-0.015392,,0,0.004266,1.549,1.391
immediate,2,reverse,cruise,48.4842,,1595.92,-0.015392,,0,0.004266,1.549,1.391
immediate,2,reverse,cruise,48.5051,,1595.92,-0.015392,,0,0.004266,1.549,1.391
immediate,2,reverse,cruise,48.5261,,1595.92,-0.015392,,0,0.004266,1.543,1.406
immediate,2,reverse,cruise,48.5467,,1595.92,-0.015392,,0,0.004266,1.543,1.406
immediate,2,reverse,cruise,48.5683,,1597.16,-0.031548,-0.0080552,1,0.012321,1.543,1.406
immediate,2,reverse,cruise,48.5699,,1597.16,-0.031548,,0,0.012321,1.543,1.406
immediate,2,reverse,cruise,48.5910,,1597.16,-0.031548,,0,0.012321,1.543,1.406
immediate,2,reverse,cruise,48.6120,,1597.16,-0.031548,,0,0.012321,1.543,1.406
immediate,2,reverse,cruise,48.6330,,1597.16,-0.031548,,0,0.012321,1.535,1.410
immediate,2,reverse,cruise,48.6473,,1597.44,-0.045422,-0.0087270,1,0.021048,1.535,1.410
immediate,2,reverse,cruise,48.6591,,1597.44,-0.045422,,0,0.021048,1.535,1.410
immediate,2,reverse,cruise,48.6804,,1597.44,-0.045422,,0,0.021048,1.535,1.410
immediate,2,reverse,cruise,48.7013,,1597.44,-0.045422,,0,0.021048,1.535,1.410
immediate,2,reverse,cruise,48.7223,,1597.44,-0.045422,,0,0.021048,1.535,1.410
immediate,2,reverse,cruise,48.7439,,1597.44,-0.045422,,0,0.021048,1.526,1.403
immediate,2,reverse,cruise,48.7459,,1600.76,-0.066062,-0.0129546,1,0.034003,1.526,1.403
immediate,2,reverse,cruise,48.7669,,1600.76,-0.066062,,0,0.034003,1.526,1.403
immediate,2,reverse,cruise,48.7881,,1600.76,-0.066062,,0,0.034003,1.526,1.403
immediate,2,reverse,cruise,48.8091,,1600.76,-0.066062,,0,0.034003,1.526,1.403
immediate,2,reverse,cruise,48.8300,,1600.76,-0.066062,,0,0.034003,1.512,1.411
immediate,2,reverse,cruise,48.8459,,1601.03,-0.080866,-0.0122184,1,0.046221,1.512,1.411
immediate,2,reverse,cruise,48.8612,,1601.03,-0.080866,,0,0.046221,1.512,1.411
immediate,2,reverse,cruise,48.8822,,1601.03,-0.080866,,0,0.046221,1.512,1.411
immediate,2,reverse,cruise,48.9031,,1601.03,-0.080866,,0,0.046221,1.512,1.411
immediate,2,reverse,cruise,48.9240,,1601.03,-0.080866,,0,0.046221,1.497,1.410
immediate,2,reverse,cruise,48.9441,,1601.31,-0.094090,-0.0135987,1,0.059820,1.497,1.410
immediate,2,reverse,cruise,48.9574,,1601.31,-0.094090,,0,0.059820,1.497,1.410
immediate,2,reverse,cruise,48.9785,,1601.31,-0.094090,,0,0.059820,1.497,1.410
immediate,2,reverse,cruise,48.9995,,1601.31,-0.094090,,0,0.059820,1.497,1.410
immediate,2,reverse,cruise,49.0205,,1601.31,-0.094090,,0,0.059820,1.497,1.410
immediate,2,reverse,cruise,49.0415,,1601.31,-0.094090,,0,0.059820,1.477,1.421
immediate,2,reverse,cruise,49.0445,,1601.31,-0.094090,,0,0.059820,1.477,1.421
immediate,2,reverse,cruise,49.0657,,1600.97,-0.138153,-0.0262367,1,0.086057,1.477,1.421
immediate,2,reverse,cruise,49.0705,,1600.97,-0.138153,,0,0.086057,1.477,1.421
immediate,2,reverse,cruise,49.0915,,1600.97,-0.138153,,0,0.086057,1.477,1.421
immediate,2,reverse,cruise,49.1124,,1600.97,-0.138153,,0,0.086057,1.477,1.421
immediate,2,reverse,cruise,49.1333,,1600.97,-0.138153,,0,0.086057,1.454,1.439
immediate,2,reverse,cruise,49.1455,,1600.74,-0.170074,-0.0266753,1,0.112732,1.454,1.439
immediate,2,reverse,cruise,49.1548,,1600.74,-0.170074,,0,0.112732,1.454,1.439
immediate,2,reverse,cruise,49.1758,,1600.74,-0.170074,,0,0.112732,1.454,1.439
immediate,2,reverse,cruise,49.1968,,1600.74,-0.170074,,0,0.112732,1.454,1.439
immediate,2,reverse,cruise,49.2177,,1600.74,-0.170074,,0,0.112732,1.454,1.439
immediate,2,reverse,cruise,49.2387,,1600.74,-0.170074,,0,0.112732,1.426,1.446
immediate,2,reverse,cruise,49.2430,,1600.35,-0.204971,-0.0311473,1,0.143879,1.426,1.446
immediate,2,reverse,cruise,49.2604,,1600.35,-0.204971,,0,0.143879,1.426,1.446
immediate,2,reverse,cruise,49.2814,,1600.35,-0.204971,,0,0.143879,1.426,1.446
immediate,2,reverse,cruise,49.3024,,1600.35,-0.204971,,0,0.143879,1.426,1.446
immediate,2,reverse,cruise,49.3235,,1600.35,-0.204971,,0,0.143879,1.394,1.456
immediate,2,reverse,cruise,49.3435,,1599.91,-0.236652,-0.0328088,1,0.176688,1.394,1.456
immediate,2,reverse,cruise,49.3548,,1599.91,-0.236652,,0,0.176688,1.394,1.456
immediate,2,reverse,cruise,49.3760,,1599.91,-0.236652,,0,0.176688,1.394,1.456
immediate,2,reverse,cruise,49.3970,,1599.91,-0.236652,,0,0.176688,1.394,1.456
immediate,2,reverse,cruise,49.4180,,1599.91,-0.236652,,0,0.176688,1.394,1.456
immediate,2,reverse,cruise,49.4389,,1599.91,-0.236652,,0,0.176688,1.363,1.019
immediate,2,reverse,cruise,49.4445,,1599.38,-0.268436,-0.0367051,1,0.213393,1.363,1.019
immediate,2,reverse,cruise,49.4563,,1599.38,-0.268436,,0,0.213393,1.363,1.019
immediate,2,reverse,cruise,49.4773,,1599.38,-0.268436,,0,0.213393,1.363,1.019
immediate,2,reverse,cruise,49.4983,,1599.38,-0.268436,,0,0.213393,1.363,1.019
immediate,2,reverse,cruise,49.5192,,1599.38,-0.268436,,0,0.213393,1.363,1.019
immediate,2,reverse,cruise,49.5401,,1599.38,-0.268436,,0,0.213393,1.333,1.046
immediate,2,reverse,cruise,49.5447,,1598.88,-0.293265,-0.0371916,1,0.250585,1.333,1.046
immediate,2,reverse,cruise,49.5614,,1598.88,-0.293265,,0,0.250585,1.333,1.046
immediate,2,reverse,cruise,49.5824,,1598.88,-0.293265,,0,0.250585,1.333,1.046
immediate,2,reverse,cruise,49.6035,,1598.88,-0.293265,,0,0.250585,1.333,1.046
immediate,2,reverse,cruise,49.6244,,1598.88,-0.293265,,0,0.250585,1.302,1.074
immediate,2,reverse,cruise,49.6429,,1598.54,-0.304643,-0.0337189,1,0.284304,1.302,1.074
immediate,2,reverse,cruise,49.6540,,1598.54,-0.304643,,0,0.284304,1.302,1.074
immediate,2,reverse,cruise,49.6750,,1598.54,-0.304643,,0,0.284304,1.302,1.074
immediate,2,reverse,cruise,49.6961,,1598.54,-0.304643,,0,0.284304,1.302,1.074
immediate,2,reverse,cruise,49.7171,,1598.54,-0.304643,,0,0.284304,1.302,1.074
immediate,2,reverse,cruise,49.7381,,1598.54,-0.304643,,0,0.284304,1.273,1.099
immediate,2,reverse,cruise,49.7432,,1598.18,-0.315683,-0.0339435,1,0.318247,1.273,1.099
immediate,2,reverse,cruise,49.7580,,1598.18,-0.315683,,0,0.318247,1.273,1.099
immediate,2,reverse,cruise,49.7793,,1598.18,-0.315683,,0,0.318247,1.273,1.099
immediate,2,reverse,cruise,49.8003,,1598.18,-0.315683,,0,0.318247,1.273,1.099
immediate,2,reverse,cruise,49.8213,,1598.18,-0.315683,,0,0.318247,1.242,1.122
immediate,2,reverse,cruise,49.8426,,1597.93,-0.319003,-0.0331478,1,0.351395,1.242,1.122
immediate,2,reverse,cruise,49.8587,,1597.93,-0.319003,,0,0.351395,1.242,1.122
immediate,2,reverse,cruise,49.8799,,1597.93,-0.319003,,0,0.351395,1.242,1.122
immediate,2,reverse,cruise,49.9009,,1597.93,-0.319003,,0,0.351395,1.242,1.122
immediate,2,reverse,cruise,49.9218,,1597.93,-0.319003,,0,0.351395,1.212,1.144
immediate,2,reverse,cruise,49.9417,,1597.69,-0.320602,-0.0320414,1,0.383436,1.212,1.144
immediate,2,reverse,cruise,49.9574,,1597.69,-0.320602,,0,0.383436,1.212,1.144
immediate,2,reverse,cruise,49.9785,,1597.69,-0.320602,,0,0.383436,1.212,1.144
immediate,2,reverse,cruise,49.9995,,1597.69,-0.320602,,0,0.383436,1.212,1.144
immediate,2,reverse,cruise,50.0206,,1597.69,-0.320602,,0,0.383436,1.186,1.170
immediate,2,reverse,cruise,50.0421,,1597.55,-0.316456,-0.0307052,1,0.414142,1.186,1.170
immediate,2,reverse,cruise,50.0556,,1597.55,-0.316456,,0,0.414142,1.186,1.170
immediate,2,reverse,cruise,50.0769,,1597.55,-0.316456,,0,0.414142,1.186,1.170
immediate,2,reverse,cruise,50.0980,,1597.55,-0.316456,,0,0.414142,1.186,1.170
immediate,2,reverse,cruise,50.1191,,1597.55,-0.316456,,0,0.414142,1.155,1.202
immediate,2,reverse,cruise,50.1403,,1597.21,-0.324704,-0.0346615,1,0.448803,1.155,1.202
immediate,2,reverse,cruise,50.1572,,1597.21,-0.324704,,0,0.448803,1.155,1.202
immediate,2,reverse,cruise,50.1783,,1597.21,-0.324704,,0,0.448803,1.155,1.202
immediate,2,reverse,cruise,50.1994,,1597.21,-0.324704,,0,0.448803,1.155,1.202
immediate,2,reverse,cruise,50.2204,,1597.21,-0.324704,,0,0.448803,1.125,1.234
immediate,2,reverse,cruise,50.2405,,1597.01,-0.323312,-0.0313699,1,0.480173,1.125,1.234
immediate,2,reverse,cruise,50.2545,,1597.01,-0.323312,,0,0.480173,1.125,1.234
immediate,2,reverse,cruise,50.2755,,1597.01,-0.323312,,0,0.480173,1.125,1.234
immediate,2,reverse,cruise,50.2965,,1597.01,-0.323312,,0,0.480173,1.125,1.234
immediate,2,reverse,cruise,50.3176,,1597.01,-0.323312,,0,0.480173,1.125,1.234
immediate,2,reverse,cruise,50.3386,,1597.01,-0.323312,,0,0.480173,1.095,1.259
immediate,2,reverse,cruise,50.3415,,1596.76,-0.324886,-0.0330649,1,0.513238,1.095,1.259
immediate,2,reverse,cruise,50.3532,,1596.76,-0.324886,,0,0.513238,1.095,1.259
immediate,2,reverse,cruise,50.3746,,1596.76,-0.324886,,0,0.513238,1.095,1.259
immediate,2,reverse,cruise,50.3956,,1596.76,-0.324886,,0,0.513238,1.095,1.259
immediate,2,reverse,cruise,50.4166,,1596.76,-0.324886,,0,0.513238,1.095,1.259
immediate,2,reverse,cruise,50.4375,,1596.76,-0.324886,,0,0.513238,1.067,1.287
immediate,2,reverse,cruise,50.4418,,1596.76,-0.324886,,0,0.513238,1.067,1.287
immediate,2,reverse,cruise,50.4636,,1596.25,-0.340718,-0.0389046,1,0.552142,1.067,1.287
immediate,2,reverse,cruise,50.4649,,1596.25,-0.340718,,0,0.552142,1.067,1.287
immediate,2,reverse,cruise,50.4858,,1596.25,-0.340718,,0,0.552142,1.067,1.287
immediate,2,reverse,cruise,50.5067,,1596.25,-0.340718,,0,0.552142,1.067,1.287
immediate,2,reverse,cruise,50.5277,,1596.25,-0.340718,,0,0.552142,1.041,1.311
immediate,2,reverse,cruise,50.5422,,1596.09,-0.334838,-0.0320206,1,0.584163,1.041,1.311
immediate,2,reverse,cruise,50.5565,,1596.09,-0.334838,,0,0.584163,1.041,1.311
immediate,2,reverse,cruise,50.5776,,1596.09,-0.334838,,0,0.584163,1.041,1.311
immediate,2,reverse,cruise,50.5986,,1596.09,-0.334838,,0,0.584163,1.041,1.311
immediate,2,reverse,cruise,50.6196,,1596.09,-0.334838,,0,0.584163,1.041,1.311
immediate,2,reverse,cruise,50.6405,,1596.09,-0.334838,,0,0.584163,1.023,1.335
immediate,2,reverse,cruise,50.6439,,1596.12,-0.318803,-0.0272325,1,0.611396,1.023,1.335
immediate,2,reverse,cruise,50.6593,,1596.12,-0.318803,,0,0.611396,1.023,1.335
immediate,2,reverse,cruise,50.6809,,1596.12,-0.318803,,0,0.611396,1.023,1.335
immediate,2,reverse,cruise,50.7019,,1596.12,-0.318803,,0,0.611396,1.023,1.335
immediate,2,reverse,cruise,50.7229,,1596.12,-0.318803,,0,0.611396,1.000,1.357
immediate,2,reverse,cruise,50.7440,,1596.06,-0.310384,-0.0287802,1,0.640176,1.000,1.357
immediate,2,reverse,cruise,50.7582,,1596.06,-0.310384,,0,0.640176,1.000,1.357
immediate,2,reverse,cruise,50.7792,,1596.06,-0.310384,,0,0.640176,1.000,1.357
immediate,2,reverse,cruise,50.8003,,1596.06,-0.310384,,0,0.640176,1.000,1.357
immediate,2,reverse,cruise,50.8214,,1596.06,-0.310384,,0,0.640176,1.000,1.357
immediate,2,reverse,cruise,50.8426,,1596.06,-0.310384,,0,0.640176,0.989,1.378
immediate,2,reverse,cruise,50.8447,,1595.97,-0.305184,-0.0289640,1,0.669140,0.989,1.378
immediate,2,reverse,cruise,50.8537,,1595.97,-0.305184,,0,0.669140,0.989,1.378
immediate,2,reverse,cruise,50.8748,,1595.97,-0.305184,,0,0.669140,0.989,1.378
immediate,2,reverse,cruise,50.8960,,1595.97,-0.305184,,0,0.669140,0.989,1.378
immediate,2,reverse,cruise,50.9170,,1595.97,-0.305184,,0,0.669140,0.989,1.378
immediate,2,reverse,cruise,50.9379,,1595.97,-0.305184,,0,0.669140,0.979,1.409
immediate,2,reverse,flip,50.9422,0.0000,1595.60,-0.316547,-0.0354985,1,0.704638,0.979,1.409
immediate,2,reverse,flip,50.9571,0.0149,1417.00,-0.316547,,0,0.704638,0.979,1.409
immediate,2,reverse,flip,50.9781,0.0360,1417.00,-0.316547,,0,0.704638,0.979,1.409
immediate,2,reverse,flip,50.9991,0.0570,1417.00,-0.316547,,0,0.704638,0.979,1.409
immediate,2,reverse,flip,51.0201,0.0780,1417.00,-0.316547,,0,0.704638,0.979,1.409
immediate,2,reverse,flip,51.0412,0.0990,1417.00,-0.316547,,0,0.704638,0.960,1.429
immediate,2,reverse,flip,51.0433,0.1011,1417.00,-0.346279,-0.0424029,1,0.747041,0.960,1.429
immediate,2,reverse,flip,51.0613,0.1192,1417.00,-0.346279,,0,0.747041,0.960,1.429
immediate,2,reverse,flip,51.0824,0.1402,1417.00,-0.346279,,0,0.747041,0.960,1.429
immediate,2,reverse,flip,51.1033,0.1612,1417.00,-0.346279,,0,0.747041,0.960,1.429
immediate,2,reverse,flip,51.1244,0.1822,1417.00,-0.346279,,0,0.747041,0.953,1.436
immediate,2,reverse,flip,51.1431,0.2009,1417.00,-0.346279,,0,0.747041,0.953,1.436
immediate,2,reverse,flip,51.1643,0.2221,1417.00,-0.318490,-0.0236280,1,0.770669,0.953,1.436
immediate,2,reverse,flip,51.1681,0.2260,1417.00,-0.318490,,0,0.770669,0.953,1.436
immediate,2,reverse,flip,51.1892,0.2470,1417.00,-0.318490,,0,0.770669,0.953,1.436
immediate,2,reverse,flip,51.2102,0.2680,1417.00,-0.318490,,0,0.770669,0.953,1.436
immediate,2,reverse,flip,51.2311,0.2890,1417.00,-0.318490,,0,0.770669,0.951,1.424
immediate,2,reverse,flip,51.2443,0.3022,1417.00,-0.232991,0.0023599,1,0.773029,0.951,1.424
immediate,2,reverse,flip,51.2651,0.3230,1417.00,-0.232991,,0,0.773029,0.951,1.424
immediate,2,reverse,flip,51.2863,0.3441,1417.00,-0.232991,,0,0.773029,0.951,1.424
immediate,2,reverse,flip,51.3073,0.3651,1417.00,-0.232991,,0,0.773029,0.951,1.424
immediate,2,reverse,flip,51.3282,0.3860,1417.00,-0.232991,,0,0.773029,0.956,1.427
immediate,2,reverse,flip,51.3418,0.3996,1417.00,-0.157449,0.0069851,1,0.780014,0.956,1.427
immediate,2,reverse,flip,51.3610,0.4189,1417.00,-0.157449,,0,0.780014,0.956,1.427
immediate,2,reverse,flip,51.3824,0.4403,1417.00,-0.157449,,0,0.780014,0.956,1.427
immediate,2,reverse,flip,51.4035,0.4613,1417.00,-0.157449,,0,0.780014,0.956,1.427
immediate,2,reverse,flip,51.4246,0.4825,1417.00,-0.157449,,0,0.780014,0.957,1.419
immediate,2,reverse,flip,51.4416,0.4994,1417.00,-0.075408,0.0167031,1,0.796717,0.957,1.419
immediate,2,reverse,flip,51.4551,0.5129,1417.00,-0.075408,,0,0.796717,0.957,1.419
immediate,2,reverse,flip,51.4761,0.5340,1417.00,-0.075408,,0,0.796717,0.957,1.419
immediate,2,reverse,flip,51.4972,0.5550,1417.00,-0.075408,,0,0.796717,0.957,1.419
immediate,2,reverse,flip,51.5182,0.5760,1417.00,-0.075408,,0,0.796717,0.957,1.419
immediate,2,reverse,flip,51.5392,0.5970,1417.00,-0.075408,,0,0.796717,0.961,1.409
immediate,2,reverse,flip,51.5428,0.6006,1417.00,-0.019517,0.0148900,1,0.811607,0.961,1.409
immediate,2,reverse,flip,51.5591,0.6169,1417.00,-0.019517,,0,0.811607,0.961,1.409
immediate,2,reverse,flip,51.5801,0.6380,1417.00,-0.019517,,0,0.811607,0.961,1.409
immediate,2,reverse,flip,51.6011,0.6590,1417.00,-0.019517,,0,0.811607,0.961,1.409
immediate,2,reverse,flip,51.6221,0.6799,1417.00,-0.019517,,0,0.811607,0.967,1.395
immediate,2,reverse,flip,51.6431,0.7009,1417.00,-0.019517,,0,0.811607,0.967,1.395
immediate,2,reverse,flip,51.6644,0.7222,1417.00,0.017389,0.0128671,1,0.824474,0.967,1.395
immediate,2,reverse,flip,51.6676,0.7254,1417.00,0.017389,,0,0.824474,0.967,1.395
immediate,2,reverse,flip,51.6886,0.7464,1417.00,0.017389,,0,0.824474,0.967,1.395
immediate,2,reverse,flip,51.7095,0.7673,1417.00,0.017389,,0,0.824474,0.967,1.395
immediate,2,reverse,flip,51.7304,0.7883,1417.00,0.017389,,0,0.824474,0.974,1.394
immediate,2,reverse,flip,51.7413,0.7991,1417.00,0.023882,0.0043614,1,0.828836,0.974,1.394
immediate,2,reverse,flip,51.7600,0.8179,1417.00,0.023882,,0,0.828836,0.974,1.394
immediate,2,reverse,flip,51.7811,0.8389,1417.00,0.023882,,0,0.828836,0.974,1.394
immediate,2,reverse,flip,51.8021,0.8600,1417.00,0.023882,,0,0.828836,0.974,1.394
immediate,2,reverse,flip,51.8231,0.8809,1417.00,0.023882,,0,0.828836,0.975,1.395
immediate,2,reverse,flip,51.8414,0.8992,1417.00,0.021302,0.0013373,1,0.830173,0.975,1.395
immediate,2,reverse,flip,51.8574,0.9152,1417.00,0.021302,,0,0.830173,0.975,1.395
immediate,2,reverse,flip,51.8786,0.9364,1417.00,0.021302,,0,0.830173,0.975,1.395
immediate,2,reverse,flip,51.8995,0.9573,1417.00,0.021302,,0,0.830173,0.975,1.395
immediate,2,reverse,flip,51.9205,0.9783,1417.00,0.021302,,0,0.830173,0.971,1.392
immediate,2,reverse,flip,51.9415,0.9994,1417.00,0.007454,-0.0034148,1,0.833588,0.971,1.392
immediate,2,reverse,flip,51.9599,1.0178,1417.00,0.007454,,0,0.833588,0.971,1.392
immediate,2,reverse,flip,51.9810,1.0388,1417.00,0.007454,,0,0.833588,0.971,1.392
immediate,2,reverse,flip,52.0020,1.0599,1417.00,0.007454,,0,0.833588,0.971,1.392
immediate,2,reverse,flip,52.0231,1.0809,1417.00,0.007454,,0,0.833588,0.976,1.395
immediate,2,reverse,flip,52.0401,1.0979,1417.00,0.009172,0.0013982,1,0.834986,0.976,1.395
immediate,2,reverse,flip,52.0580,1.1158,1417.00,0.009172,,0,0.834986,0.976,1.395
immediate,2,reverse,flip,52.0791,1.1369,1417.00,0.009172,,0,0.834986,0.976,1.395
immediate,2,reverse,flip,52.1002,1.1581,1417.00,0.009172,,0,0.834986,0.976,1.395
immediate,2,reverse,flip,52.1213,1.1792,1417.00,0.009172,,0,0.834986,0.978,1.392
immediate,2,reverse,flip,52.1406,1.1985,1417.00,0.010175,0.0013347,1,0.836321,0.978,1.392
immediate,2,reverse,flip,52.1481,1.2059,1417.00,0.010175,,0,0.836321,0.978,1.392
immediate,2,reverse,flip,52.1692,1.2271,1417.00,0.010175,,0,0.836321,0.978,1.392
immediate,2,reverse,flip,52.1903,1.2481,1417.00,0.010175,,0,0.836321,0.978,1.392
immediate,2,reverse,flip,52.2113,1.2691,1417.00,0.010175,,0,0.836321,0.978,1.392
immediate,2,reverse,flip,52.2322,1.2900,1417.00,0.010175,,0,0.836321,0.975,1.389
immediate,2,reverse,flip,52.2388,1.2967,1417.00,0.005426,-0.0008804,1,0.837201,0.975,1.389
immediate,2,reverse,flip,52.2559,1.3137,1417.00,0.005426,,0,0.837201,0.975,1.389
immediate,2,reverse,flip,52.2769,1.3347,1417.00,0.005426,,0,0.837201,0.975,1.389
immediate,2,reverse,flip,52.2979,1.3558,1417.00,0.005426,,0,0.837201,0.975,1.389
immediate,2,reverse,flip,52.3189,1.3767,1417.00,0.005426,,0,0.837201,0.975,1.384
immediate,2,reverse,flip,52.3397,1.3976,1417.00,0.001467,-0.0010265,1,0.838228,0.975,1.384
immediate,2,reverse,flip,52.3497,1.4076,1417.00,0.001467,,0,0.838228,0.975,1.384
immediate,2,reverse,flip,52.3708,1.4287,1417.00,0.001467,,0,0.838228,0.975,1.384
immediate,2,reverse,flip,52.3919,1.4498,1417.00,0.001467,,0,0.838228,0.975,1.384
immediate,2,reverse,flip,52.4129,1.4707,1417.00,0.001467,,0,0.838228,0.975,1.384
immediate,2,reverse,flip,52.4338,1.4917,1417.00,0.001467,,0,0.838228,0.973,1.382
immediate,2,reverse,flip,52.4398,1.4976,1417.00,0.006146,0.0020306,1,0.840258,0.973,1.382
immediate,2,reverse,flip,52.4549,1.5128,1417.00,0.006146,,0,0.840258,0.973,1.382
immediate,2,reverse,flip,52.4761,1.5340,1417.00,0.006146,,0,0.840258,0.973,1.382
immediate,2,reverse,flip,52.4971,1.5550,1417.00,0.006146,,0,0.840258,0.973,1.382
immediate,2,reverse,flip,52.5182,1.5760,1417.00,0.006146,,0,0.840258,0.972,1.380
immediate,2,reverse,flip,52.5405,1.5984,1417.00,0.006146,,0,0.840258,0.972,1.380
immediate,2,reverse,flip,52.5413,1.5991,1417.00,0.003329,-0.0005139,1,0.840772,0.972,1.380
immediate,2,reverse,flip,52.5593,1.6171,1417.00,0.003329,,0,0.840772,0.972,1.380
immediate,2,reverse,flip,52.5803,1.6382,1417.00,0.003329,,0,0.840772,0.972,1.380
immediate,2,reverse,flip,52.6013,1.6592,1417.00,0.003329,,0,0.840772,0.972,1.380
immediate,2,reverse,flip,52.6223,1.6801,1417.00,0.003329,,0,0.840772,0.977,1.380
immediate,2,reverse,flip,52.6411,1.6990,1417.00,0.000533,-0.0007843,1,0.841557,0.977,1.380
immediate,2,reverse,flip,52.6563,1.7141,1417.00,0.000533,,0,0.841557,0.977,1.380
