variant,pass_index,from_direction,phase,elapsed_s,time_since_flip_s,esc_pulse_us,signed_speed_mps,raw_ds_m,fresh_odom,leg_motion_m,front_clearance_m,rear_clearance_m
immediate,1,forward,cruise,3.0320,,1421.74,0.004589,,0,0.000000,1.123,1.926
immediate,1,forward,cruise,3.0531,,1421.74,0.004589,,0,0.000000,1.123,1.926
immediate,1,forward,cruise,3.0743,,1421.74,0.004589,,0,0.000000,1.119,1.923
immediate,1,forward,cruise,3.0907,,1421.74,0.004589,,0,0.000000,1.119,1.923
immediate,1,forward,cruise,3.1119,,1420.50,-0.005627,-0.0035611,1,0.003561,1.119,1.923
immediate,1,forward,cruise,3.1153,,1420.50,-0.005627,,0,0.003561,1.119,1.923
immediate,1,forward,cruise,3.1363,,1420.50,-0.005627,,0,0.003561,1.119,1.923
immediate,1,forward,cruise,3.1572,,1420.50,-0.005627,,0,0.003561,1.119,1.923
immediate,1,forward,cruise,3.1784,,1420.50,-0.005627,,0,0.003561,1.106,1.927
immediate,1,forward,cruise,3.1900,,1419.26,-0.003221,0.0004018,1,0.003963,1.106,1.927
immediate,1,forward,cruise,3.2097,,1419.26,-0.003221,,0,0.003963,1.106,1.927
immediate,1,forward,cruise,3.2307,,1419.26,-0.003221,,0,0.003963,1.106,1.927
immediate,1,forward,cruise,3.2516,,1419.26,-0.003221,,0,0.003963,1.106,1.927
immediate,1,forward,cruise,3.2725,,1419.26,-0.003221,,0,0.003963,1.062,1.923
immediate,1,forward,cruise,3.2895,,1418.02,0.003638,0.0024114,1,0.006374,1.062,1.923
immediate,1,forward,cruise,3.3006,,1418.02,0.003638,,0,0.006374,1.062,1.923
immediate,1,forward,cruise,3.3216,,1418.02,0.003638,,0,0.006374,1.062,1.923
immediate,1,forward,cruise,3.3425,,1418.02,0.003638,,0,0.006374,1.062,1.923
immediate,1,forward,cruise,3.3634,,1418.02,0.003638,,0,0.006374,1.062,1.923
immediate,1,forward,cruise,3.3845,,1418.02,0.003638,,0,0.006374,0.997,1.914
immediate,1,forward,cruise,3.3898,,1416.78,0.007535,0.0019285,1,0.008303,0.997,1.914
immediate,1,forward,cruise,3.4080,,1416.78,0.007535,,0,0.008303,0.997,1.914
immediate,1,forward,cruise,3.4291,,1416.78,0.007535,,0,0.008303,0.997,1.914
immediate,1,forward,cruise,3.4500,,1416.78,0.007535,,0,0.008303,0.997,1.914
immediate,1,forward,cruise,3.4709,,1416.78,0.007535,,0,0.008303,0.926,1.918
immediate,1,forward,cruise,3.4909,,1413.68,0.013911,0.0032698,1,0.011573,0.926,1.918
immediate,1,forward,cruise,3.5053,,1413.68,0.013911,,0,0.011573,0.926,1.918
immediate,1,forward,cruise,3.5264,,1413.68,0.013911,,0,0.011573,0.926,1.918
immediate,1,forward,cruise,3.5474,,1413.68,0.013911,,0,0.011573,0.926,1.918
immediate,1,forward,cruise,3.5684,,1413.68,0.013911,,0,0.011573,2.163,1.918
immediate,1,forward,cruise,3.5887,,1410.58,0.022823,0.0050142,1,0.016587,2.163,1.918
immediate,1,forward,cruise,3.6084,,1410.58,0.022823,,0,0.016587,2.163,1.918
immediate,1,forward,cruise,3.6295,,1410.58,0.022823,,0,0.016587,2.163,1.918
immediate,1,forward,cruise,3.6504,,1410.58,0.022823,,0,0.016587,2.163,1.918
immediate,1,forward,cruise,3.6713,,1410.58,0.022823,,0,0.016587,2.164,1.908
immediate,1,forward,cruise,3.6889,,1407.48,0.025419,0.0033213,1,0.019908,2.164,1.908
immediate,1,forward,cruise,3.6980,,1407.48,0.025419,,0,0.019908,2.164,1.908
immediate,1,forward,cruise,3.7191,,1407.48,0.025419,,0,0.019908,2.164,1.908
immediate,1,forward,cruise,3.7400,,1407.48,0.025419,,0,0.019908,2.164,1.908
immediate,1,forward,cruise,3.7609,,1407.48,0.025419,,0,0.019908,2.164,1.908
immediate,1,forward,cruise,3.7818,,1407.48,0.025419,,0,0.019908,2.168,1.901
immediate,1,forward,cruise,3.7894,,1404.38,0.032185,0.0052175,1,0.025126,2.168,1.901
immediate,1,forward,cruise,3.8042,,1404.38,0.032185,,0,0.025126,2.168,1.901
immediate,1,forward,cruise,3.8251,,1404.38,0.032185,,0,0.025126,2.168,1.901
immediate,1,forward,cruise,3.8461,,1404.38,0.032185,,0,0.025126,2.168,1.901
immediate,1,forward,cruise,3.8670,,1404.38,0.032185,,0,0.025126,2.178,1.887
immediate,1,forward,cruise,3.8871,,1401.28,0.037372,0.0052703,1,0.030396,2.178,1.887
immediate,1,forward,cruise,3.8957,,1401.28,0.037372,,0,0.030396,2.178,1.887
immediate,1,forward,cruise,3.9168,,1401.28,0.037372,,0,0.030396,2.178,1.887
immediate,1,forward,cruise,3.9377,,1401.28,0.037372,,0,0.030396,2.178,1.887
immediate,1,forward,cruise,3.9587,,1401.28,0.037372,,0,0.030396,2.178,1.887
immediate,1,forward,cruise,3.9796,,1401.28,0.037372,,0,0.030396,2.190,1.873
immediate,1,forward,cruise,3.9876,,1417.74,0.059609,0.0123318,1,0.042728,2.190,1.873
immediate,1,forward,cruise,4.0059,,1417.74,0.059609,,0,0.042728,2.190,1.873
immediate,1,forward,cruise,4.0270,,1417.74,0.059609,,0,0.042728,2.190,1.873
immediate,1,forward,cruise,4.0479,,1417.74,0.059609,,0,0.042728,2.190,1.873
immediate,1,forward,cruise,4.0689,,1417.74,0.059609,,0,0.042728,2.208,1.855
immediate,1,forward,cruise,4.0856,,1417.74,0.059609,,0,0.042728,2.208,1.855
immediate,1,forward,cruise,4.1071,,1414.21,0.096542,0.0210207,1,0.063748,2.208,1.855
immediate,1,forward,cruise,4.1122,,1414.21,0.096542,,0,0.063748,2.208,1.855
immediate,1,forward,cruise,4.1333,,1414.21,0.096542,,0,0.063748,2.208,1.855
immediate,1,forward,cruise,4.1543,,1414.21,0.096542,,0,0.063748,2.208,1.855
immediate,1,forward,cruise,4.1752,,1414.21,0.096542,,0,0.063748,2.225,1.839
immediate,1,forward,cruise,4.1866,,1414.30,0.120364,0.0188345,1,0.082583,2.225,1.839
immediate,1,forward,cruise,4.1981,,1414.30,0.120364,,0,0.082583,2.225,1.839
immediate,1,forward,cruise,4.2191,,1414.30,0.120364,,0,0.082583,2.225,1.839
immediate,1,forward,cruise,4.2400,,1414.30,0.120364,,0,0.082583,2.225,1.839
immediate,1,forward,cruise,4.2611,,1414.30,0.120364,,0,0.082583,2.225,1.839
immediate,1,forward,cruise,4.2822,,1414.30,0.120364,,0,0.082583,2.241,1.822
immediate,1,forward,cruise,4.2868,,1414.26,0.135563,0.0180005,1,0.100583,2.241,1.822
immediate,1,forward,cruise,4.3070,,1414.26,0.135563,,0,0.100583,2.241,1.822
immediate,1,forward,cruise,4.3281,,1414.26,0.135563,,0,0.100583,2.241,1.822
immediate,1,forward,cruise,4.3491,,1414.26,0.135563,,0,0.100583,2.241,1.822
immediate,1,forward,cruise,4.3701,,1414.26,0.135563,,0,0.100583,2.259,1.805
immediate,1,forward,cruise,4.3874,,1414.28,0.151220,0.0199537,1,0.120537,2.259,1.805
immediate,1,forward,cruise,4.4009,,1414.28,0.151220,,0,0.120537,2.259,1.805
immediate,1,forward,cruise,4.4220,,1414.28,0.151220,,0,0.120537,2.259,1.805
immediate,1,forward,cruise,4.4429,,1414.28,0.151220,,0,0.120537,2.259,1.805
immediate,1,forward,cruise,4.4637,,1414.28,0.151220,,0,0.120537,2.259,1.805
immediate,1,forward,cruise,4.4848,,1414.28,0.151220,,0,0.120537,2.274,1.790
immediate,1,forward,cruise,4.4878,,1414.16,0.158740,0.0181813,1,0.138718,2.274,1.790
immediate,1,forward,cruise,4.4993,,1414.16,0.158740,,0,0.138718,2.274,1.790
immediate,1,forward,cruise,4.5204,,1414.16,0.158740,,0,0.138718,2.274,1.790
immediate,1,forward,cruise,4.5414,,1414.16,0.158740,,0,0.138718,2.274,1.790
immediate,1,forward,cruise,4.5625,,1414.16,0.158740,,0,0.138718,2.274,1.790
immediate,1,forward,cruise,4.5836,,1414.16,0.158740,,0,0.138718,2.289,1.771
immediate,1,forward,cruise,4.5888,,1414.20,0.172838,0.0216228,1,0.160341,2.289,1.771
immediate,1,forward,cruise,4.6091,,1414.20,0.172838,,0,0.160341,2.289,1.771
immediate,1,forward,cruise,4.6302,,1414.20,0.172838,,0,0.160341,2.289,1.771
immediate,1,forward,cruise,4.6513,,1414.20,0.172838,,0,0.160341,2.289,1.771
immediate,1,forward,cruise,4.6722,,1414.20,0.172838,,0,0.160341,2.303,1.755
immediate,1,forward,cruise,4.6895,,1414.01,0.174335,0.0179857,1,0.178327,2.303,1.755
immediate,1,forward,cruise,4.7005,,1414.01,0.174335,,0,0.178327,2.303,1.755
immediate,1,forward,cruise,4.7215,,1414.01,0.174335,,0,0.178327,2.303,1.755
immediate,1,forward,cruise,4.7425,,1414.01,0.174335,,0,0.178327,2.303,1.755
immediate,1,forward,cruise,4.7636,,1414.01,0.174335,,0,0.178327,2.303,1.755
immediate,1,forward,cruise,4.7847,,1414.01,0.174335,,0,0.178327,2.318,1.747
immediate,1,forward,cruise,4.7899,,1413.40,0.157700,0.0108281,1,0.189155,2.318,1.747
immediate,1,forward,cruise,4.8089,,1413.40,0.157700,,0,0.189155,2.318,1.747
immediate,1,forward,cruise,4.8301,,1413.40,0.157700,,0,0.189155,2.318,1.747
immediate,1,forward,cruise,4.8512,,1413.40,0.157700,,0,0.189155,2.318,1.747
immediate,1,forward,cruise,4.8722,,1413.40,0.157700,,0,0.189155,1.046,1.739
immediate,1,forward,cruise,4.8901,,1412.75,0.141733,0.0094998,1,0.198655,1.046,1.739
immediate,1,forward,cruise,4.9080,,1412.75,0.141733,,0,0.198655,1.046,1.739
immediate,1,forward,cruise,4.9290,,1412.75,0.141733,,0,0.198655,1.046,1.739
immediate,1,forward,cruise,4.9500,,1412.75,0.141733,,0,0.198655,1.046,1.739
immediate,1,forward,cruise,4.9710,,1412.75,0.141733,,0,0.198655,1.036,1.729
immediate,1,forward,cruise,4.9906,,1411.99,0.122845,0.0066474,1,0.205302,1.036,1.729
immediate,1,forward,cruise,5.0004,,1411.99,0.122845,,0,0.205302,1.036,1.729
immediate,1,forward,cruise,5.0216,,1411.99,0.122845,,0,0.205302,1.036,1.729
immediate,1,forward,cruise,5.0427,,1411.99,0.122845,,0,0.205302,1.036,1.729
immediate,1,forward,cruise,5.0638,,1411.99,0.122845,,0,0.205302,1.036,1.729
immediate,1,forward,cruise,5.0848,,1411.99,0.122845,,0,0.205302,1.033,1.725
immediate,1,forward,cruise,5.0886,,1411.30,0.109611,0.0069960,1,0.212298,1.033,1.725
immediate,1,forward,cruise,5.1034,,1411.30,0.109611,,0,0.212298,1.033,1.725
immediate,1,forward,cruise,5.1246,,1411.30,0.109611,,0,0.212298,1.033,1.725
immediate,1,forward,cruise,5.1456,,1411.30,0.109611,,0,0.212298,1.033,1.725
immediate,1,forward,cruise,5.1668,,1411.30,0.109611,,0,0.212298,1.044,1.714
immediate,1,forward,cruise,5.1885,,1411.30,0.109611,,0,0.212298,1.044,1.714
immediate,1,forward,cruise,5.1894,,1410.83,0.106965,0.0097222,1,0.222020,1.044,1.714
immediate,1,forward,cruise,5.2068,,1410.83,0.106965,,0,0.222020,1.044,1.714
immediate,1,forward,cruise,5.2278,,1410.83,0.106965,,0,0.222020,1.044,1.714
immediate,1,forward,cruise,5.2487,,1410.83,0.106965,,0,0.222020,1.044,1.714
immediate,1,forward,cruise,5.2697,,1410.83,0.106965,,0,0.222020,1.052,1.704
immediate,1,forward,cruise,5.2899,,1410.57,0.114749,0.0139368,1,0.235957,1.052,1.704
immediate,1,forward,cruise,5.3042,,1410.57,0.114749,,0,0.235957,1.052,1.704
immediate,1,forward,cruise,5.3252,,1410.57,0.114749,,0,0.235957,1.052,1.704
immediate,1,forward,cruise,5.3461,,1410.57,0.114749,,0,0.235957,1.052,1.704
immediate,1,forward,cruise,5.3671,,1410.57,0.114749,,0,0.235957,1.052,1.704
immediate,1,forward,cruise,5.3884,,1410.57,0.114749,,0,0.235957,1.066,1.692
immediate,1,forward,cruise,5.3904,,1410.57,0.114749,,0,0.235957,1.066,1.692
immediate,1,forward,cruise,5.4121,,1410.11,0.112079,0.0103870,1,0.246344,1.066,1.692
immediate,1,forward,cruise,5.4134,,1410.11,0.112079,,0,0.246344,1.066,1.692
immediate,1,forward,cruise,5.4344,,1410.11,0.112079,,0,0.246344,1.066,1.692
immediate,1,forward,cruise,5.4553,,1410.11,0.112079,,0,0.246344,1.066,1.692
immediate,1,forward,cruise,5.4762,,1410.11,0.112079,,0,0.246344,1.085,1.681
immediate,1,forward,cruise,5.4883,,1409.69,0.112348,0.0114081,1,0.257752,1.085,1.681
immediate,1,forward,cruise,5.5039,,1409.69,0.112348,,0,0.257752,1.085,1.681
immediate,1,forward,cruise,5.5249,,1409.69,0.112348,,0,0.257752,1.085,1.681
immediate,1,forward,cruise,5.5458,,1409.69,0.112348,,0,0.257752,1.085,1.681
immediate,1,forward,cruise,5.5667,,1409.69,0.112348,,0,0.257752,1.085,1.681
immediate,1,forward,cruise,5.5878,,1409.69,0.112348,,0,0.257752,1.117,1.664
immediate,1,forward,cruise,5.5897,,1409.62,0.126729,0.0166021,1,0.274355,1.117,1.664
immediate,1,forward,cruise,5.6076,,1409.62,0.126729,,0,0.274355,1.117,1.664
immediate,1,forward,cruise,5.6286,,1409.62,0.126729,,0,0.274355,1.117,1.664
immediate,1,forward,cruise,5.6496,,1409.62,0.126729,,0,0.274355,1.117,1.664
immediate,1,forward,cruise,5.6705,,1409.62,0.126729,,0,0.274355,1.163,1.645
immediate,1,forward,cruise,5.6901,,1409.82,0.151480,0.0228178,1,0.297172,1.163,1.645
immediate,1,forward,cruise,5.7058,,1409.82,0.151480,,0,0.297172,1.163,1.645
immediate,1,forward,cruise,5.7269,,1409.82,0.151480,,0,0.297172,1.163,1.645
immediate,1,forward,cruise,5.7478,,1409.82,0.151480,,0,0.297172,1.163,1.645
immediate,1,forward,cruise,5.7687,,1409.82,0.151480,,0,0.297172,1.231,1.623
immediate,1,forward,cruise,5.7900,,1409.65,0.157074,0.0174932,1,0.314666,1.231,1.623
immediate,1,forward,cruise,5.8098,,1409.65,0.157074,,0,0.314666,1.231,1.623
immediate,1,forward,cruise,5.8310,,1409.65,0.157074,,0,0.314666,1.231,1.623
immediate,1,forward,cruise,5.8520,,1409.65,0.157074,,0,0.314666,1.231,1.623
immediate,1,forward,cruise,5.8729,,1409.65,0.157074,,0,0.314666,1.324,1.605
immediate,1,forward,cruise,5.8883,,1409.60,0.167027,0.0197409,1,0.334406,1.324,1.605
immediate,1,forward,cruise,5.8979,,1409.60,0.167027,,0,0.334406,1.324,1.605
immediate,1,forward,cruise,5.9189,,1409.60,0.167027,,0,0.334406,1.324,1.605
immediate,1,forward,cruise,5.9398,,1409.60,0.167027,,0,0.334406,1.324,1.605
immediate,1,forward,cruise,5.9608,,1409.60,0.167027,,0,0.334406,1.324,1.605
immediate,1,forward,cruise,5.9817,,1409.60,0.167027,,0,0.334406,1.434,1.582
immediate,1,forward,cruise,5.9889,,1409.91,0.191421,0.0259493,1,0.360356,1.434,1.582
immediate,1,forward,cruise,6.0074,,1409.91,0.191421,,0,0.360356,1.434,1.582
immediate,1,forward,cruise,6.0286,,1409.91,0.191421,,0,0.360356,1.434,1.582
immediate,1,forward,cruise,6.0495,,1409.91,0.191421,,0,0.360356,1.434,1.582
immediate,1,forward,cruise,6.0703,,1409.91,0.191421,,0,0.360356,1.446,1.558
immediate,1,forward,cruise,6.0865,,1409.91,0.191421,,0,0.360356,1.446,1.558
immediate,1,forward,cruise,6.1078,,1410.10,0.207241,0.0255485,1,0.385904,1.446,1.558
immediate,1,forward,cruise,6.1124,,1410.10,0.207241,,0,0.385904,1.446,1.558
immediate,1,forward,cruise,6.1334,,1410.10,0.207241,,0,0.385904,1.446,1.558
immediate,1,forward,cruise,6.1543,,1410.10,0.207241,,0,0.385904,1.446,1.558
immediate,1,forward,cruise,6.1753,,1410.10,0.207241,,0,0.385904,1.461,1.536
immediate,1,forward,cruise,6.1867,,1410.43,0.227201,0.0280802,1,0.413984,1.461,1.536
immediate,1,forward,cruise,6.2039,,1410.43,0.227201,,0,0.413984,1.461,1.536
immediate,1,forward,cruise,6.2250,,1410.43,0.227201,,0,0.413984,1.461,1.536
immediate,1,forward,cruise,6.2460,,1410.43,0.227201,,0,0.413984,1.461,1.536
immediate,1,forward,cruise,6.2669,,1410.43,0.227201,,0,0.413984,1.487,1.513
immediate,1,forward,cruise,6.2874,,1410.43,0.227201,,0,0.413984,1.487,1.513
immediate,1,forward,cruise,6.3091,,1410.25,0.222183,0.0209508,1,0.434935,1.487,1.513
immediate,1,forward,cruise,6.3105,,1410.25,0.222183,,0,0.434935,1.487,1.513
immediate,1,forward,cruise,6.3317,,1410.25,0.222183,,0,0.434935,1.487,1.513
immediate,1,forward,cruise,6.3528,,1410.25,0.222183,,0,0.434935,1.487,1.513
immediate,1,forward,cruise,6.3739,,1410.25,0.222183,,0,0.434935,1.518,1.492
immediate,1,forward,cruise,6.3855,,1410.25,0.222183,,0,0.434935,1.518,1.492
immediate,1,forward,cruise,6.4072,,1410.47,0.235251,0.0274143,1,0.462349,1.518,1.492
immediate,1,forward,cruise,6.4147,,1410.47,0.235251,,0,0.462349,1.518,1.492
immediate,1,forward,cruise,6.4357,,1410.47,0.235251,,0,0.462349,1.518,1.492
immediate,1,forward,cruise,6.4567,,1410.47,0.235251,,0,0.462349,1.518,1.492
immediate,1,forward,cruise,6.4776,,1410.47,0.235251,,0,0.462349,1.543,1.469
immediate,1,forward,cruise,6.4860,,1410.62,0.243853,0.0263914,1,0.488741,1.543,1.469
immediate,1,forward,cruise,6.5039,,1410.62,0.243853,,0,0.488741,1.543,1.469
immediate,1,forward,cruise,6.5250,,1410.62,0.243853,,0,0.488741,1.543,1.469
immediate,1,forward,cruise,6.5460,,1410.62,0.243853,,0,0.488741,1.543,1.469
immediate,1,forward,cruise,6.5669,,1410.62,0.243853,,0,0.488741,1.564,1.447
immediate,1,forward,cruise,6.5873,,1410.69,0.247600,0.0262094,1,0.514950,1.564,1.447
immediate,1,forward,cruise,6.6005,,1410.69,0.247600,,0,0.514950,1.564,1.447
immediate,1,forward,cruise,6.6215,,1410.69,0.247600,,0,0.514950,1.564,1.447
immediate,1,forward,cruise,6.6424,,1410.69,0.247600,,0,0.514950,1.564,1.447
immediate,1,forward,cruise,6.6633,,1410.69,0.247600,,0,0.514950,1.564,1.447
immediate,1,forward,cruise,6.6842,,1410.69,0.247600,,0,0.514950,1.589,1.423
immediate,1,forward,cruise,6.6869,,1410.78,0.252049,0.0269411,1,0.541891,1.589,1.423
immediate,1,forward,cruise,6.7020,,1410.78,0.252049,,0,0.541891,1.589,1.423
immediate,1,forward,cruise,6.7230,,1410.78,0.252049,,0,0.541891,1.589,1.423
immediate,1,forward,cruise,6.7441,,1410.78,0.252049,,0,0.541891,1.589,1.423
immediate,1,forward,cruise,6.7651,,1410.78,0.252049,,0,0.541891,1.614,1.398
immediate,1,forward,cruise,6.7851,,1410.66,0.246449,0.0229414,1,0.564833,1.614,1.398
immediate,1,forward,cruise,6.8067,,1410.66,0.246449,,0,0.564833,1.614,1.398
immediate,1,forward,cruise,6.8074,,1410.66,0.246449,,0,0.564833,1.614,1.398
immediate,1,forward,cruise,6.8283,,1410.66,0.246449,,0,0.564833,1.614,1.398
immediate,1,forward,cruise,6.8492,,1410.66,0.246449,,0,0.564833,1.614,1.398
immediate,1,forward,cruise,6.8703,,1410.66,0.246449,,0,0.564833,1.635,1.378
immediate,1,forward,cruise,6.8855,,1410.58,0.243533,0.0230126,1,0.587845,1.635,1.378
immediate,1,forward,cruise,6.8938,,1410.58,0.243533,,0,0.587845,1.635,1.378
immediate,1,forward,cruise,6.9148,,1410.58,0.243533,,0,0.587845,1.635,1.378
immediate,1,forward,cruise,6.9357,,1410.58,0.243533,,0,0.587845,1.635,1.378
immediate,1,forward,cruise,6.9566,,1410.58,0.243533,,0,0.587845,1.635,1.378
immediate,1,forward,cruise,6.9775,,1410.58,0.243533,,0,0.587845,1.647,1.359
immediate,1,forward,cruise,6.9859,,1410.48,0.239833,0.0227773,1,0.610623,1.647,1.359
immediate,1,forward,cruise,6.9974,,1410.48,0.239833,,0,0.610623,1.647,1.359
immediate,1,forward,cruise,7.0184,,1410.48,0.239833,,0,0.610623,1.647,1.359
immediate,1,forward,cruise,7.0394,,1410.48,0.239833,,0,0.610623,1.647,1.359
immediate,1,forward,cruise,7.0604,,1410.48,0.239833,,0,0.610623,1.647,1.359
immediate,1,forward,cruise,7.0814,,1410.48,0.239833,,0,0.610623,1.666,1.339
immediate,1,forward,cruise,7.0846,,1410.32,0.234316,0.0220150,1,0.632638,1.666,1.339
immediate,1,forward,cruise,7.0970,,1410.32,0.234316,,0,0.632638,1.666,1.339
immediate,1,forward,cruise,7.1180,,1410.32,0.234316,,0,0.632638,1.666,1.339
immediate,1,forward,cruise,7.1389,,1410.32,0.234316,,0,0.632638,1.666,1.339
immediate,1,forward,cruise,7.1598,,1410.32,0.234316,,0,0.632638,1.666,1.339
immediate,1,forward,cruise,7.1808,,1410.32,0.234316,,0,0.632638,1.688,1.316
immediate,1,forward,cruise,7.1844,,1410.23,0.232165,0.0220504,1,0.654688,1.688,1.316
immediate,1,forward,cruise,7.1970,,1410.23,0.232165,,0,0.654688,1.688,1.316
immediate,1,forward,cruise,7.2180,,1410.23,0.232165,,0,0.654688,1.688,1.316
immediate,1,forward,cruise,7.2389,,1410.23,0.232165,,0,0.654688,1.688,1.316
immediate,1,forward,cruise,7.2600,,1410.23,0.232165,,0,0.654688,1.688,1.316
immediate,1,forward,cruise,7.2811,,1410.23,0.232165,,0,0.654688,1.676,1.293
immediate,1,forward,cruise,7.2850,,1410.45,0.244347,0.0281597,1,0.682848,1.676,1.293
immediate,1,forward,cruise,7.3046,,1410.45,0.244347,,0,0.682848,1.676,1.293
immediate,1,forward,cruise,7.3256,,1410.45,0.244347,,0,0.682848,1.676,1.293
immediate,1,forward,cruise,7.3466,,1410.45,0.244347,,0,0.682848,1.676,1.293
immediate,1,forward,cruise,7.3675,,1410.45,0.244347,,0,0.682848,1.677,1.273
immediate,1,forward,flip,7.3860,0.0000,1410.26,0.236672,0.0215999,1,0.704448,1.677,1.273
immediate,1,forward,flip,7.3991,0.0130,1593.00,0.236672,,0,0.704448,1.677,1.273
immediate,1,forward,flip,7.4202,0.0341,1593.00,0.236672,,0,0.704448,1.677,1.273
immediate,1,forward,flip,7.4411,0.0551,1593.00,0.236672,,0,0.704448,1.677,1.273
immediate,1,forward,flip,7.4620,0.0760,1593.00,0.236672,,0,0.704448,1.684,1.247
immediate,1,forward,flip,7.4841,0.0981,1593.00,0.245345,0.0275531,1,0.732001,1.684,1.247
immediate,1,forward,flip,7.5020,0.1160,1593.00,0.245345,,0,0.732001,1.684,1.247
immediate,1,forward,flip,7.5230,0.1370,1593.00,0.245345,,0,0.732001,1.684,1.247
immediate,1,forward,flip,7.5440,0.1579,1593.00,0.245345,,0,0.732001,1.684,1.247
immediate,1,forward,flip,7.5650,0.1790,1593.00,0.245345,,0,0.732001,1.671,1.244
immediate,1,forward,flip,7.5845,0.1985,1593.00,0.244037,0.0235336,1,0.755534,1.671,1.244
immediate,1,forward,flip,7.5971,0.2111,1593.00,0.244037,,0,0.755534,1.671,1.244
immediate,1,forward,flip,7.6182,0.2322,1593.00,0.244037,,0,0.755534,1.671,1.244
immediate,1,forward,flip,7.6391,0.2531,1593.00,0.244037,,0,0.755534,1.671,1.244
immediate,1,forward,flip,7.6601,0.2741,1593.00,0.244037,,0,0.755534,1.671,1.244
immediate,1,forward,flip,7.6811,0.2950,1593.00,0.244037,,0,0.755534,1.699,1.254
immediate,1,forward,flip,7.6850,0.2990,1593.00,0.160608,-0.0089408,1,0.764475,1.699,1.254
immediate,1,forward,flip,7.7054,0.3194,1593.00,0.160608,,0,0.764475,1.699,1.254
immediate,1,forward,flip,7.7264,0.3404,1593.00,0.160608,,0,0.764475,1.699,1.254
immediate,1,forward,flip,7.7473,0.3613,1593.00,0.160608,,0,0.764475,1.699,1.254
immediate,1,forward,flip,7.7683,0.3823,1593.00,0.160608,,0,0.764475,1.692,1.270
immediate,1,forward,flip,7.7826,0.3965,1593.00,0.071896,-0.0194971,1,0.783972,1.692,1.270
immediate,1,forward,flip,7.7989,0.4129,1593.00,0.071896,,0,0.783972,1.692,1.270
immediate,1,forward,flip,7.8201,0.4340,1593.00,0.071896,,0,0.783972,1.692,1.270
immediate,1,forward,flip,7.8411,0.4550,1593.00,0.071896,,0,0.783972,1.692,1.270
immediate,1,forward,flip,7.8620,0.4760,1593.00,0.071896,,0,0.783972,1.676,1.283
immediate,1,forward,flip,7.8832,0.4971,1593.00,0.011375,-0.0166481,1,0.800620,1.676,1.283
immediate,1,forward,flip,7.8965,0.5104,1593.00,0.011375,,0,0.800620,1.676,1.283
immediate,1,forward,flip,7.9175,0.5315,1593.00,0.011375,,0,0.800620,1.676,1.283
immediate,1,forward,flip,7.9385,0.5524,1593.00,0.011375,,0,0.800620,1.676,1.283
immediate,1,forward,flip,7.9594,0.5734,1593.00,0.011375,,0,0.800620,1.676,1.283
immediate,1,forward,flip,7.9803,0.5943,1593.00,0.011375,,0,0.800620,1.701,1.298
immediate,1,forward,flip,7.9836,0.5975,1593.00,-0.042849,-0.0207165,1,0.821337,1.701,1.298
immediate,1,forward,flip,8.0030,0.6170,1593.00,-0.042849,,0,0.821337,1.701,1.298
immediate,1,forward,flip,8.0242,0.6382,1593.00,-0.042849,,0,0.821337,1.701,1.298
immediate,1,forward,flip,8.0453,0.6592,1593.00,-0.042849,,0,0.821337,1.701,1.298
immediate,1,forward,flip,8.0663,0.6802,1593.00,-0.042849,,0,0.821337,1.682,1.316
immediate,1,forward,flip,8.0820,0.6960,1593.00,-0.085306,-0.0212326,1,0.842570,1.682,1.316
immediate,1,forward,flip,8.0932,0.7072,1593.00,-0.085306,,0,0.842570,1.682,1.316
immediate,1,forward,flip,8.1144,0.7283,1593.00,-0.085306,,0,0.842570,1.682,1.316
immediate,1,forward,flip,8.1353,0.7493,1593.00,-0.085306,,0,0.842570,1.682,1.316
immediate,1,forward,flip,8.1562,0.7701,1593.00,-0.085306,,0,0.842570,1.682,1.316
immediate,1,forward,flip,8.1771,0.7911,1593.00,-0.085306,,0,0.842570,1.707,1.332
immediate,1,forward,flip,8.1826,0.7965,1593.00,-0.101719,-0.0148762,1,0.857446,1.707,1.332
immediate,1,forward,flip,8.2000,0.8140,1593.00,-0.101719,,0,0.857446,1.707,1.332
immediate,1,forward,flip,8.2211,0.8350,1593.00,-0.101719,,0,0.857446,1.707,1.332
immediate,1,forward,flip,8.2420,0.8560,1593.00,-0.101719,,0,0.857446,1.707,1.332
immediate,1,forward,flip,8.2629,0.8769,1593.00,-0.101719,,0,0.857446,1.721,1.349
immediate,1,forward,flip,8.2831,0.8971,1593.00,-0.105845,-0.0119023,1,0.869348,1.721,1.349
immediate,1,forward,flip,8.3005,0.9145,1593.00,-0.105845,,0,0.869348,1.721,1.349
immediate,1,forward,flip,8.3217,0.9357,1593.00,-0.105845,,0,0.869348,1.721,1.349
immediate,1,forward,flip,8.3427,0.9566,1593.00,-0.105845,,0,0.869348,1.721,1.349
immediate,1,forward,flip,8.3637,0.9777,1593.00,-0.105845,,0,0.869348,1.706,1.360
immediate,1,forward,flip,8.3838,0.9977,1593.00,-0.121314,-0.0168604,1,0.886208,1.706,1.360
immediate,1,forward,flip,8.4048,1.0188,1593.00,-0.121314,,0,0.886208,1.706,1.360
immediate,1,forward,flip,8.4260,1.0400,1593.00,-0.121314,,0,0.886208,1.706,1.360
