mode,pass_index,direction,phase,elapsed_s,esc_pulse_us,esc_tick,signed_speed_mps,raw_ds_m,raw_dyaw_rad,fresh_odom,leg_motion_m,clearance_m,controller_state,recovery_count
decay,1,reverse,closed_loop,15.9278,1593.281,1285,-0.181466,,,0,0.120332,0.825,rolling,0
decay,1,reverse,closed_loop,15.9493,1593.281,1285,-0.181466,,,0,0.120332,0.830,rolling,0
decay,1,reverse,closed_loop,15.9708,1593.058,1285,-0.196951,-0.0241812,-0.0018814,1,0.144513,0.830,rolling,0
decay,1,reverse,closed_loop,15.9868,1593.058,1285,-0.196951,,,0,0.144513,0.830,rolling,0
decay,1,reverse,closed_loop,16.0084,1593.058,1285,-0.196951,,,0,0.144513,0.830,rolling,0
decay,1,reverse,closed_loop,16.0300,1593.058,1285,-0.196951,,,0,0.144513,0.830,rolling,0
decay,1,reverse,closed_loop,16.0515,1593.058,1285,-0.196951,,,0,0.144513,0.826,rolling,0
decay,1,reverse,closed_loop,16.0719,1592.750,1284,-0.214565,-0.0264166,-0.0000223,1,0.170930,0.826,rolling,0
decay,1,reverse,closed_loop,16.0847,1592.750,1284,-0.214565,,,0,0.170930,0.826,rolling,0
decay,1,reverse,closed_loop,16.1063,1592.750,1284,-0.214565,,,0,0.170930,0.826,rolling,0
decay,1,reverse,closed_loop,16.1281,1592.750,1284,-0.214565,,,0,0.170930,0.826,rolling,0
decay,1,reverse,closed_loop,16.1497,1592.750,1284,-0.214565,,,0,0.170930,0.817,rolling,0
decay,1,reverse,closed_loop,16.1698,1592.497,1284,-0.226181,-0.0261558,-0.0010130,1,0.197086,0.817,rolling,0
decay,1,reverse,closed_loop,16.1822,1592.497,1284,-0.226181,,,0,0.197086,0.817,rolling,0
decay,1,reverse,closed_loop,16.2039,1592.497,1284,-0.226181,,,0,0.197086,0.817,rolling,0
decay,1,reverse,closed_loop,16.2255,1592.497,1284,-0.226181,,,0,0.197086,0.817,rolling,0
decay,1,reverse,closed_loop,16.2471,1592.497,1284,-0.226181,,,0,0.197086,0.817,rolling,0
decay,1,reverse,closed_loop,16.2690,1592.497,1284,-0.226181,,,0,0.197086,0.816,rolling,0
decay,1,reverse,closed_loop,16.2714,1592.507,1284,-0.221351,-0.0203052,-0.0024764,1,0.217391,0.816,rolling,0
decay,1,reverse,closed_loop,16.2885,1592.507,1284,-0.221351,,,0,0.217391,0.816,rolling,0
decay,1,reverse,closed_loop,16.3101,1592.507,1284,-0.221351,,,0,0.217391,0.816,rolling,0
decay,1,reverse,closed_loop,16.3317,1592.507,1284,-0.221351,,,0,0.217391,0.816,rolling,0
decay,1,reverse,closed_loop,16.3533,1592.507,1284,-0.221351,,,0,0.217391,0.812,rolling,0
decay,1,reverse,closed_loop,16.3700,1592.507,1284,-0.221351,,,0,0.217391,0.812,rolling,0
decay,1,reverse,closed_loop,16.3919,1592.384,1284,-0.224610,-0.0234283,0.0028715,1,0.240819,0.812,rolling,0
decay,1,reverse,closed_loop,16.3945,1592.384,1284,-0.224610,,,0,0.240819,0.812,rolling,0
decay,1,reverse,closed_loop,16.4162,1592.384,1284,-0.224610,,,0,0.240819,0.812,rolling,0
decay,1,reverse,closed_loop,16.4377,1592.384,1284,-0.224610,,,0,0.240819,0.812,rolling,0
decay,1,reverse,closed_loop,16.4593,1592.384,1284,-0.224610,,,0,0.240819,0.822,rolling,0
decay,1,reverse,closed_loop,16.4686,1592.216,1284,-0.229853,-0.0246758,0.0011003,1,0.265495,0.822,rolling,0
decay,1,reverse,closed_loop,16.4858,1592.216,1284,-0.229853,,,0,0.265495,0.822,rolling,0
decay,1,reverse,closed_loop,16.5075,1592.216,1284,-0.229853,,,0,0.265495,0.822,rolling,0
decay,1,reverse,closed_loop,16.5291,1592.216,1284,-0.229853,,,0,0.265495,0.822,rolling,0
decay,1,reverse,closed_loop,16.5507,1592.216,1284,-0.229853,,,0,0.265495,0.811,rolling,0
decay,1,reverse,closed_loop,16.5694,1592.306,1284,-0.219910,-0.0187322,0.0001281,1,0.284227,0.811,rolling,0
decay,1,reverse,closed_loop,16.5822,1592.306,1284,-0.219910,,,0,0.284227,0.811,rolling,0
decay,1,reverse,closed_loop,16.6039,1592.306,1284,-0.219910,,,0,0.284227,0.811,rolling,0
decay,1,reverse,closed_loop,16.6255,1592.306,1284,-0.219910,,,0,0.284227,0.811,rolling,0
decay,1,reverse,closed_loop,16.6471,1592.306,1284,-0.219910,,,0,0.284227,0.825,rolling,0
decay,1,reverse,closed_loop,16.6696,1592.325,1284,-0.215543,-0.0203318,0.0001140,1,0.304559,0.825,rolling,0
decay,1,reverse,closed_loop,16.6792,1592.325,1284,-0.215543,,,0,0.304559,0.825,rolling,0
decay,1,reverse,closed_loop,16.7008,1592.325,1284,-0.215543,,,0,0.304559,0.825,rolling,0
decay,1,reverse,closed_loop,16.7224,1592.325,1284,-0.215543,,,0,0.304559,0.825,rolling,0
decay,1,reverse,closed_loop,16.7440,1592.325,1284,-0.215543,,,0,0.304559,0.825,rolling,0
decay,1,reverse,closed_loop,16.7661,1592.325,1284,-0.215543,,,0,0.304559,0.824,rolling,0
decay,1,reverse,closed_loop,16.7707,1592.775,1284,-0.187970,-0.0105956,0.0007087,1,0.315155,0.824,rolling,0
decay,1,reverse,closed_loop,16.7822,1592.775,1284,-0.187970,,,0,0.315155,0.824,rolling,0
decay,1,reverse,closed_loop,16.8039,1592.775,1284,-0.187970,,,0,0.315155,0.824,rolling,0
decay,1,reverse,closed_loop,16.8255,1592.775,1284,-0.187970,,,0,0.315155,0.824,rolling,0
decay,1,reverse,closed_loop,16.8472,1592.775,1284,-0.187970,,,0,0.315155,0.817,rolling,0
decay,1,reverse,closed_loop,16.8676,1593.298,1285,-0.160757,-0.0077445,-0.0012456,1,0.322899,0.817,rolling,0
decay,1,reverse,closed_loop,16.8812,1593.298,1285,-0.160757,,,0,0.322899,0.817,rolling,0
decay,1,reverse,closed_loop,16.9028,1593.298,1285,-0.160757,,,0,0.322899,0.817,rolling,0
decay,1,reverse,closed_loop,16.9244,1593.298,1285,-0.160757,,,0,0.322899,0.817,rolling,0
decay,1,reverse,closed_loop,16.9462,1593.298,1285,-0.160757,,,0,0.322899,0.824,rolling,0
decay,1,reverse,closed_loop,16.9678,1593.298,1285,-0.160757,,,0,0.322899,0.824,rolling,0
decay,1,reverse,closed_loop,16.9899,1593.784,1285,-0.140278,-0.0078747,-0.0003221,1,0.330774,0.824,rolling,0
decay,1,reverse,closed_loop,16.9946,1593.784,1285,-0.140278,,,0,0.330774,0.824,rolling,0
decay,1,reverse,closed_loop,17.0163,1593.784,1285,-0.140278,,,0,0.330774,0.824,rolling,0
decay,1,reverse,closed_loop,17.0380,1593.784,1285,-0.140278,,,0,0.330774,0.824,rolling,0
decay,1,reverse,closed_loop,17.0596,1593.784,1285,-0.140278,,,0,0.330774,0.803,rolling,0
decay,1,reverse,closed_loop,17.0689,1594.272,1286,-0.123183,-0.0072111,-0.0002919,1,0.337985,0.803,rolling,0
decay,1,reverse,closed_loop,17.0796,1594.272,1286,-0.123183,,,0,0.337985,0.803,rolling,0
decay,1,reverse,closed_loop,17.1012,1594.272,1286,-0.123183,,,0,0.337985,0.803,rolling,0
decay,1,reverse,closed_loop,17.1228,1594.272,1286,-0.123183,,,0,0.337985,0.803,rolling,0
decay,1,reverse,closed_loop,17.1443,1594.272,1286,-0.123183,,,0,0.337985,0.803,rolling,0
decay,1,reverse,closed_loop,17.1659,1594.272,1286,-0.123183,,,0,0.337985,0.826,rolling,0
decay,1,reverse,closed_loop,17.1698,1594.692,1286,-0.112825,-0.0082713,0.0039293,1,0.346256,0.826,rolling,0
decay,1,reverse,closed_loop,17.1863,1594.692,1286,-0.112825,,,0,0.346256,0.826,rolling,0
decay,1,reverse,closed_loop,17.2079,1594.692,1286,-0.112825,,,0,0.346256,0.826,rolling,0
decay,1,reverse,closed_loop,17.2295,1594.692,1286,-0.112825,,,0,0.346256,0.826,rolling,0
decay,1,reverse,closed_loop,17.2510,1594.692,1286,-0.112825,,,0,0.346256,0.812,rolling,0
decay,1,reverse,closed_loop,17.2680,1594.880,1286,-0.116972,-0.0130392,-0.0006721,1,0.359295,0.812,rolling,0
decay,1,reverse,closed_loop,17.2835,1594.880,1286,-0.116972,,,0,0.359295,0.812,rolling,0
decay,1,reverse,closed_loop,17.3051,1594.880,1286,-0.116972,,,0,0.359295,0.812,rolling,0
decay,1,reverse,closed_loop,17.3267,1594.880,1286,-0.116972,,,0,0.359295,0.812,rolling,0
decay,1,reverse,closed_loop,17.3482,1594.880,1286,-0.116972,,,0,0.359295,0.817,rolling,0
decay,1,reverse,closed_loop,17.3678,1595.361,1287,-0.103713,-0.0062315,-0.0041862,1,0.365527,0.817,rolling,0
decay,1,reverse,closed_loop,17.3888,1595.361,1287,-0.103713,,,0,0.365527,0.817,rolling,0
decay,1,reverse,closed_loop,17.4105,1595.361,1287,-0.103713,,,0,0.365527,0.817,rolling,0
decay,1,reverse,closed_loop,17.4321,1595.361,1287,-0.103713,,,0,0.365527,0.817,rolling,0
decay,1,reverse,closed_loop,17.4538,1595.361,1287,-0.103713,,,0,0.365527,0.812,rolling,0
decay,1,reverse,closed_loop,17.4683,1595.361,1287,-0.103713,,,0,0.365527,0.812,rolling,0
decay,1,reverse,closed_loop,17.4902,1595.603,1287,-0.106573,-0.0117262,0.0020475,1,0.377253,0.812,rolling,0
decay,1,reverse,closed_loop,17.4943,1595.603,1287,-0.106573,,,0,0.377253,0.812,rolling,0
decay,1,reverse,closed_loop,17.5160,1595.603,1287,-0.106573,,,0,0.377253,0.812,rolling,0
decay,1,reverse,closed_loop,17.5376,1595.603,1287,-0.106573,,,0,0.377253,0.812,rolling,0
decay,1,reverse,closed_loop,17.5591,1595.603,1287,-0.106573,,,0,0.377253,0.813,rolling,0
decay,1,reverse,closed_loop,17.5692,1595.903,1287,-0.105378,-0.0101082,0.0006087,1,0.387361,0.813,rolling,0
decay,1,reverse,closed_loop,17.5819,1595.903,1287,-0.105378,,,0,0.387361,0.813,rolling,0
decay,1,reverse,closed_loop,17.6035,1595.903,1287,-0.105378,,,0,0.387361,0.813,rolling,0
decay,1,reverse,closed_loop,17.6251,1595.903,1287,-0.105378,,,0,0.387361,0.813,rolling,0
decay,1,reverse,closed_loop,17.6467,1595.903,1287,-0.105378,,,0,0.387361,0.825,rolling,0
decay,1,reverse,closed_loop,17.6696,1595.903,1287,-0.105378,,,0,0.387361,0.825,rolling,0
decay,1,reverse,closed_loop,17.6709,1596.101,1287,-0.110253,-0.0125435,-0.0035149,1,0.399905,0.825,rolling,0
decay,1,reverse,closed_loop,17.6870,1596.101,1287,-0.110253,,,0,0.399905,0.825,rolling,0
decay,1,reverse,closed_loop,17.7086,1596.101,1287,-0.110253,,,0,0.399905,0.825,rolling,0
decay,1,reverse,closed_loop,17.7302,1596.101,1287,-0.110253,,,0,0.399905,0.825,rolling,0
decay,1,reverse,closed_loop,17.7518,1596.101,1287,-0.110253,,,0,0.399905,0.819,rolling,0
decay,1,reverse,closed_loop,17.7672,1596.277,1287,-0.115733,-0.0135076,-0.0032998,1,0.413412,0.819,rolling,0
decay,1,reverse,closed_loop,17.7823,1596.277,1287,-0.115733,,,0,0.413412,0.819,rolling,0
decay,1,reverse,closed_loop,17.8039,1596.277,1287,-0.115733,,,0,0.413412,0.819,rolling,0
decay,1,reverse,closed_loop,17.8255,1596.277,1287,-0.115733,,,0,0.413412,0.819,rolling,0
decay,1,reverse,closed_loop,17.8472,1596.277,1287,-0.115733,,,0,0.413412,0.812,rolling,0
decay,1,reverse,closed_loop,17.8678,1596.323,1287,-0.126761,-0.0153800,0.0018439,1,0.428792,0.812,rolling,0
decay,1,reverse,closed_loop,17.8864,1596.323,1287,-0.126761,,,0,0.428792,0.812,rolling,0
decay,1,reverse,closed_loop,17.9080,1596.323,1287,-0.126761,,,0,0.428792,0.812,rolling,0
decay,1,reverse,closed_loop,17.9295,1596.323,1287,-0.126761,,,0,0.428792,0.812,rolling,0
decay,1,reverse,closed_loop,17.9511,1596.323,1287,-0.126761,,,0,0.428792,0.814,rolling,0
decay,1,reverse,closed_loop,17.9685,1596.321,1287,-0.139172,-0.0177939,0.0019144,1,0.446586,0.814,rolling,0
decay,1,reverse,closed_loop,17.9808,1596.321,1287,-0.139172,,,0,0.446586,0.814,rolling,0
decay,1,reverse,closed_loop,18.0024,1596.321,1287,-0.139172,,,0,0.446586,0.814,rolling,0
decay,1,reverse,closed_loop,18.0239,1596.321,1287,-0.139172,,,0,0.446586,0.814,rolling,0
decay,1,reverse,closed_loop,18.0454,1596.321,1287,-0.139172,,,0,0.446586,0.814,rolling,0
decay,1,reverse,closed_loop,18.0674,1596.321,1287,-0.139172,,,0,0.446586,0.823,rolling,0
decay,1,reverse,closed_loop,18.0700,1596.321,1287,-0.139172,,,0,0.446586,0.823,rolling,0
decay,1,reverse,closed_loop,18.0923,1596.247,1287,-0.153446,-0.0197053,-0.0022801,1,0.466292,0.823,rolling,0
decay,1,reverse,closed_loop,18.0943,1596.247,1287,-0.153446,,,0,0.466292,0.823,rolling,0
decay,1,reverse,closed_loop,18.1161,1596.247,1287,-0.153446,,,0,0.466292,0.823,rolling,0
decay,1,reverse,closed_loop,18.1376,1596.247,1287,-0.153446,,,0,0.466292,0.823,rolling,0
decay,1,reverse,closed_loop,18.1591,1596.247,1287,-0.153446,,,0,0.466292,0.817,rolling,0
decay,1,reverse,closed_loop,18.1674,1596.196,1287,-0.164067,-0.0198109,-0.0012378,1,0.486103,0.817,rolling,0
decay,1,reverse,closed_loop,18.1798,1596.196,1287,-0.164067,,,0,0.486103,0.817,rolling,0
decay,1,reverse,closed_loop,18.2014,1596.196,1287,-0.164067,,,0,0.486103,0.817,rolling,0
decay,1,reverse,closed_loop,18.2230,1596.196,1287,-0.164067,,,0,0.486103,0.817,rolling,0
decay,1,reverse,closed_loop,18.2446,1596.196,1287,-0.164067,,,0,0.486103,0.817,rolling,0
decay,1,reverse,closed_loop,18.2666,1596.196,1287,-0.164067,,,0,0.486103,0.811,rolling,0
decay,1,reverse,closed_loop,18.2693,1595.808,1287,-0.191603,-0.0267733,-0.0005062,1,0.512876,0.811,rolling,0
decay,1,reverse,closed_loop,18.2858,1595.808,1287,-0.191603,,,0,0.512876,0.811,rolling,0
decay,1,reverse,closed_loop,18.3075,1595.808,1287,-0.191603,,,0,0.512876,0.811,rolling,0
decay,1,reverse,closed_loop,18.3291,1595.808,1287,-0.191603,,,0,0.512876,0.811,rolling,0
decay,1,reverse,closed_loop,18.3507,1595.808,1287,-0.191603,,,0,0.512876,0.827,rolling,0
decay,1,reverse,closed_loop,18.3684,1595.665,1287,-0.200934,-0.0230042,0.0008758,1,0.535880,0.827,rolling,0
decay,1,reverse,closed_loop,18.3803,1595.665,1287,-0.200934,,,0,0.535880,0.827,rolling,0
decay,1,reverse,closed_loop,18.4020,1595.665,1287,-0.200934,,,0,0.535880,0.827,rolling,0
decay,1,reverse,closed_loop,18.4236,1595.665,1287,-0.200934,,,0,0.535880,0.827,rolling,0
decay,1,reverse,closed_loop,18.4452,1595.665,1287,-0.200934,,,0,0.535880,0.827,rolling,0
decay,1,reverse,closed_loop,18.4671,1595.665,1287,-0.200934,,,0,0.535880,0.794,rolling,0
decay,1,reverse,closed_loop,18.4698,1595.747,1287,-0.196250,-0.0182596,-0.0019338,1,0.554140,0.794,rolling,0
decay,1,reverse,closed_loop,18.4845,1595.747,1287,-0.196250,,,0,0.554140,0.794,rolling,0
decay,1,reverse,closed_loop,18.5061,1595.747,1287,-0.196250,,,0,0.554140,0.794,rolling,0
decay,1,reverse,closed_loop,18.5277,1595.747,1287,-0.196250,,,0,0.554140,0.794,rolling,0
decay,1,reverse,closed_loop,18.5493,1595.747,1287,-0.196250,,,0,0.554140,0.812,rolling,0
decay,1,reverse,closed_loop,18.5691,1595.961,1287,-0.184987,-0.0152519,0.0002431,1,0.569392,0.812,rolling,0
decay,1,reverse,closed_loop,18.5840,1595.961,1287,-0.184987,,,0,0.569392,0.812,rolling,0
decay,1,reverse,closed_loop,18.6056,1595.961,1287,-0.184987,,,0,0.569392,0.812,rolling,0
decay,1,reverse,closed_loop,18.6273,1595.961,1287,-0.184987,,,0,0.569392,0.812,rolling,0
decay,1,reverse,closed_loop,18.6488,1595.961,1287,-0.184987,,,0,0.569392,0.831,rolling,0
decay,1,reverse,closed_loop,18.6677,1595.866,1287,-0.192791,-0.0217003,-0.0003200,1,0.591092,0.831,rolling,0
decay,1,reverse,closed_loop,18.6802,1595.866,1287,-0.192791,,,0,0.591092,0.831,rolling,0
decay,1,reverse,closed_loop,18.7018,1595.866,1287,-0.192791,,,0,0.591092,0.831,rolling,0
decay,1,reverse,closed_loop,18.7233,1595.866,1287,-0.192791,,,0,0.591092,0.831,rolling,0
decay,1,reverse,closed_loop,18.7448,1595.866,1287,-0.192791,,,0,0.591092,0.831,rolling,0
decay,1,reverse,closed_loop,18.7666,1595.866,1287,-0.192791,,,0,0.591092,0.853,rolling,0
decay,1,reverse,closed_loop,18.7693,1595.757,1287,-0.200055,-0.0217344,-0.0004902,1,0.612826,0.853,rolling,0
decay,1,reverse,closed_loop,18.7785,1595.757,1287,-0.200055,,,0,0.612826,0.853,rolling,0
decay,1,reverse,closed_loop,18.8002,1595.757,1287,-0.200055,,,0,0.612826,0.853,rolling,0
decay,1,reverse,closed_loop,18.8217,1595.757,1287,-0.200055,,,0,0.612826,0.853,rolling,0
decay,1,reverse,closed_loop,18.8433,1595.757,1287,-0.200055,,,0,0.612826,0.853,rolling,0
decay,1,reverse,closed_loop,18.8650,1595.757,1287,-0.200055,,,0,0.612826,0.871,rolling,0
decay,1,reverse,closed_loop,18.8682,1595.568,1287,-0.210501,-0.0243098,-0.0002834,1,0.637136,0.871,rolling,0
decay,1,reverse,closed_loop,18.8837,1595.568,1287,-0.210501,,,0,0.637136,0.871,rolling,0
decay,1,reverse,closed_loop,18.9053,1595.568,1287,-0.210501,,,0,0.637136,0.871,rolling,0
decay,1,reverse,closed_loop,18.9269,1595.568,1287,-0.210501,,,0,0.637136,0.871,rolling,0
decay,1,reverse,closed_loop,18.9484,1595.568,1287,-0.210501,,,0,0.637136,0.887,rolling,0
decay,1,reverse,closed_loop,18.9692,1595.655,1287,-0.203948,-0.0185497,0.0020105,1,0.655686,0.887,rolling,0
decay,1,reverse,closed_loop,18.9854,1595.655,1287,-0.203948,,,0,0.655686,0.887,rolling,0
decay,1,reverse,closed_loop,19.0072,1595.655,1287,-0.203948,,,0,0.655686,0.887,rolling,0
decay,1,reverse,closed_loop,19.0289,1595.655,1287,-0.203948,,,0,0.655686,0.887,rolling,0
decay,1,reverse,closed_loop,19.0506,1595.655,1287,-0.203948,,,0,0.655686,0.901,rolling,0
decay,1,reverse,closed_loop,19.0674,1595.700,1287,-0.200776,-0.0191993,0.0007987,1,0.674885,0.901,rolling,0
decay,1,reverse,closed_loop,19.0838,1595.700,1287,-0.200776,,,0,0.674885,0.901,rolling,0
decay,1,reverse,closed_loop,19.1055,1595.700,1287,-0.200776,,,0,0.674885,0.901,rolling,0
decay,1,reverse,closed_loop,19.1271,1595.700,1287,-0.200776,,,0,0.674885,0.901,rolling,0
decay,1,reverse,closed_loop,19.1487,1595.700,1287,-0.200776,,,0,0.674885,0.919,rolling,0
decay,1,reverse,closed_loop,19.1674,1595.698,1287,-0.200773,-0.0197617,-0.0013403,1,0.694647,0.919,rolling,0
decay,1,reverse,closed_loop,19.1784,1595.698,1287,-0.200773,,,0,0.694647,0.919,rolling,0
decay,1,reverse,closed_loop,19.2001,1595.698,1287,-0.200773,,,0,0.694647,0.919,rolling,0
decay,1,reverse,closed_loop,19.2216,1595.698,1287,-0.200773,,,0,0.694647,0.919,rolling,0
decay,1,reverse,closed_loop,19.2431,1595.698,1287,-0.200773,,,0,0.694647,0.919,rolling,0
decay,1,reverse,closed_loop,19.2647,1595.698,1287,-0.200773,,,0,0.694647,0.930,rolling,0
decay,1,reverse,closed_loop,19.2678,1595.971,1287,-0.185496,-0.0141051,0.0000360,1,0.708752,0.930,rolling,0
decay,1,reverse,closed_loop,19.2852,1595.971,1287,-0.185496,,,0,0.708752,0.930,rolling,0
decay,1,reverse,closed_loop,19.3069,1595.971,1287,-0.185496,,,0,0.708752,0.930,rolling,0
decay,1,reverse,closed_loop,19.3285,1595.971,1287,-0.185496,,,0,0.708752,0.930,rolling,0
decay,1,reverse,closed_loop,19.3501,1595.971,1287,-0.185496,,,0,0.708752,0.947,rolling,0
decay,1,reverse,closed_loop,19.3684,1596.071,1287,-0.182329,-0.0172964,-0.0003358,1,0.726048,0.947,rolling,0
decay,1,reverse,closed_loop,19.3883,1596.071,1287,-0.182329,,,0,0.726048,0.947,rolling,0
decay,1,reverse,closed_loop,19.4100,1596.071,1287,-0.182329,,,0,0.726048,0.947,rolling,0
decay,1,reverse,closed_loop,19.4316,1596.071,1287,-0.182329,,,0,0.726048,0.947,rolling,0
decay,1,reverse,closed_loop,19.4532,1596.071,1287,-0.182329,,,0,0.726048,0.961,rolling,0
decay,1,reverse,closed_loop,19.4694,1596.234,1287,-0.176238,-0.0158250,-0.0006567,1,0.741873,0.961,rolling,0
decay,1,reverse,closed_loop,19.4792,1596.234,1287,-0.176238,,,0,0.741873,0.961,rolling,0
decay,1,reverse,closed_loop,19.5009,1596.234,1287,-0.176238,,,0,0.741873,0.961,rolling,0
decay,1,reverse,closed_loop,19.5224,1596.234,1287,-0.176238,,,0,0.741873,0.961,rolling,0
decay,1,reverse,closed_loop,19.5440,1596.234,1287,-0.176238,,,0,0.741873,0.961,rolling,0
decay,1,reverse,closed_loop,19.5655,1596.234,1287,-0.176238,,,0,0.741873,0.975,rolling,0
decay,1,reverse,closed_loop,19.5692,1596.374,1287,-0.172426,-0.0161953,-0.0019091,1,0.758069,0.975,rolling,0
decay,1,reverse,closed_loop,19.5827,1596.374,1287,-0.172426,,,0,0.758069,0.975,rolling,0
decay,1,reverse,closed_loop,19.6043,1596.374,1287,-0.172426,,,0,0.758069,0.975,rolling,0
decay,1,reverse,closed_loop,19.6260,1596.374,1287,-0.172426,,,0,0.758069,0.975,rolling,0
decay,1,reverse,closed_loop,19.6475,1596.374,1287,-0.172426,,,0,0.758069,0.993,rolling,0
decay,1,reverse,closed_loop,19.6675,1596.433,1287,-0.173815,-0.0178799,-0.0013752,1,0.775949,0.993,rolling,0
decay,1,reverse,closed_loop,19.6766,1596.433,1287,-0.173815,,,0,0.775949,0.993,rolling,0
decay,1,reverse,closed_loop,19.6983,1596.433,1287,-0.173815,,,0,0.775949,0.993,rolling,0
decay,1,reverse,closed_loop,19.7199,1596.433,1287,-0.173815,,,0,0.775949,0.993,rolling,0
decay,1,reverse,closed_loop,19.7416,1596.433,1287,-0.173815,,,0,0.775949,0.993,rolling,0
decay,1,reverse,closed_loop,19.7631,1596.433,1287,-0.173815,,,0,0.775949,1.011,rolling,0
decay,1,reverse,closed_loop,19.7682,1596.410,1287,-0.179406,-0.0195120,-0.0012550,1,0.795461,1.011,rolling,0
decay,1,reverse,closed_loop,19.7818,1596.410,1287,-0.179406,,,0,0.795461,1.011,rolling,0
decay,1,reverse,closed_loop,19.8036,1596.410,1287,-0.179406,,,0,0.795461,1.011,rolling,0
decay,1,reverse,closed_loop,19.8253,1596.410,1287,-0.179406,,,0,0.795461,1.011,rolling,0
decay,1,reverse,closed_loop,19.8471,1596.410,1287,-0.179406,,,0,0.795461,1.035,rolling,0
decay,1,reverse,decay,19.8688,1596.251,1287,-0.191676,-0.0226964,0.0002685,1,0.818157,1.035,rolling,0
decay,1,reverse,decay,19.8867,1596.251,1287,-0.191676,,,0,0.818157,1.035,rolling,0
decay,1,reverse,decay,19.9083,1596.251,1287,-0.191676,,,0,0.818157,1.035,rolling,0
decay,1,reverse,decay,19.9300,1596.251,1287,-0.191676,,,0,0.818157,1.035,rolling,0
decay,1,reverse,decay,19.9515,1596.251,1287,-0.191676,,,0,0.818157,1.051,rolling,0
decay,1,reverse,decay,19.9693,1596.251,1287,-0.194023,-0.0202363,0.0000203,1,0.838393,1.051,rolling,0
decay,1,reverse,decay,19.9801,1596.251,1287,-0.194023,,,0,0.838393,1.051,rolling,0
decay,1,reverse,decay,20.0017,1596.251,1287,-0.194023,,,0,0.838393,1.051,rolling,0
decay,1,reverse,decay,20.0232,1596.251,1287,-0.194023,,,0,0.838393,1.051,rolling,0
decay,1,reverse,decay,20.0448,1596.251,1287,-0.194023,,,0,0.838393,1.069,rolling,0
decay,1,reverse,decay,20.0671,1596.251,1287,-0.192007,-0.0186094,0.0005524,1,0.857003,1.069,rolling,0
decay,1,reverse,decay,20.0827,1596.251,1287,-0.192007,,,0,0.857003,1.069,rolling,0
decay,1,reverse,decay,20.1043,1596.251,1287,-0.192007,,,0,0.857003,1.069,rolling,0
decay,1,reverse,decay,20.1258,1596.251,1287,-0.192007,,,0,0.857003,1.069,rolling,0
decay,1,reverse,decay,20.1473,1596.251,1287,-0.192007,,,0,0.857003,1.088,rolling,0
decay,1,reverse,decay,20.1679,1596.251,1287,-0.195158,-0.0201240,-0.0009578,1,0.877127,1.088,rolling,0
decay,1,reverse,decay,20.1827,1596.251,1287,-0.195158,,,0,0.877127,1.088,rolling,0
decay,1,reverse,decay,20.2043,1596.251,1287,-0.195158,,,0,0.877127,1.088,rolling,0
decay,1,reverse,decay,20.2259,1596.251,1287,-0.195158,,,0,0.877127,1.088,rolling,0
decay,1,reverse,decay,20.2475,1596.251,1287,-0.195158,,,0,0.877127,1.106,rolling,0
decay,1,reverse,decay,20.2681,1596.251,1287,-0.197398,-0.0205483,0.0007068,1,0.897675,1.106,rolling,0
decay,1,reverse,decay,20.2792,1596.251,1287,-0.197398,,,0,0.897675,1.106,rolling,0
decay,1,reverse,decay,20.3008,1596.251,1287,-0.197398,,,0,0.897675,1.106,rolling,0
decay,1,reverse,decay,20.3224,1596.251,1287,-0.197398,,,0,0.897675,1.106,rolling,0
decay,1,reverse,decay,20.3440,1596.251,1287,-0.197398,,,0,0.897675,1.106,rolling,0
decay,1,reverse,decay,20.3655,1596.251,1287,-0.197398,,,0,0.897675,1.121,rolling,0
decay,1,reverse,decay,20.3684,1596.251,1287,-0.192364,-0.0177768,0.0004150,1,0.915452,1.121,rolling,0
decay,1,reverse,decay,20.3829,1596.251,1287,-0.192364,,,0,0.915452,1.121,rolling,0
decay,1,reverse,decay,20.4047,1596.251,1287,-0.192364,,,0,0.915452,1.121,rolling,0
decay,1,reverse,decay,20.4263,1596.251,1287,-0.192364,,,0,0.915452,1.121,rolling,0
decay,1,reverse,decay,20.4480,1596.251,1287,-0.192364,,,0,0.915452,1.133,rolling,0
decay,1,reverse,decay,20.4696,1596.251,1287,-0.192164,-0.0192258,-0.0021074,1,0.934678,1.133,rolling,0
decay,1,reverse,decay,20.4873,1596.251,1287,-0.192164,,,0,0.934678,1.133,rolling,0
decay,1,reverse,decay,20.5090,1596.251,1287,-0.192164,,,0,0.934678,1.133,rolling,0
decay,1,reverse,decay,20.5306,1596.251,1287,-0.192164,,,0,0.934678,1.133,rolling,0
decay,1,reverse,decay,20.5521,1596.251,1287,-0.192164,,,0,0.934678,1.151,rolling,0
decay,1,reverse,decay,20.5673,1596.251,1287,-0.189865,-0.0184351,-0.0004925,1,0.953113,1.151,rolling,0
decay,1,reverse,decay,20.5797,1596.251,1287,-0.189865,,,0,0.953113,1.151,rolling,0
decay,1,reverse,decay,20.6013,1596.251,1287,-0.189865,,,0,0.953113,1.151,rolling,0
decay,1,reverse,decay,20.6229,1596.251,1287,-0.189865,,,0,0.953113,1.151,rolling,0
decay,1,reverse,decay,20.6445,1596.251,1287,-0.189865,,,0,0.953113,1.151,rolling,0
